"lon","lat","price","finished_squarefeet","year_built","date","address","city","state","zip","acres","num_dwellings","class","condition","total_squarefeet","bedrooms","full_baths","half_baths","month","address_city"
-123.2462276,44.5914208,1e+07,0,NA,2015-12-11,"2121 NE JACK LONDON ST","CORVALLIS","OR","97330",0,0,"Commercial","AV",10,0,0,0,12,"2121 NE JACK LONDON ST, CORVALLIS, OR"
-123.2462276,44.5914208,1e+07,0,1997,2015-12-11,"2121 NE JACK LONDON ST BLDG A-B","CORVALLIS","OR","97330",10.19,0,"Commercial","0",192991,0,0,0,12,"2121 NE JACK LONDON ST BLDG A-B, CORVALLIS, OR"
-123.3054,44.592312,420000,2584,1996,2015-12-11,"2546 NW ACEY WAY","CORVALLIS","OR","97330",0.22,1,"Dwelling","AV",3260,4,2,1,12,"2546 NW ACEY WAY, CORVALLIS, OR"
-123.24968,44.590523,26000,924,1994,2015-12-11,"755 NE CIRCLE BLVD SPACE 42","CORVALLIS","OR","97330-4252",0,1,"Mobile Home","AV",924,0,2,0,12,"755 NE CIRCLE BLVD SPACE 42, CORVALLIS, OR"
-123.254225,44.598011,329900,1700,1974,2015-12-10,"553 NW MAXINE AVE","CORVALLIS","OR","97330",0.21,1,"Dwelling","G",2168,3,2,1,12,"553 NW MAXINE AVE, CORVALLIS, OR"
-123.264946,44.597053,315000,2467,1978,2015-12-10,"1156 NW CHARLEMAGNE PL","CORVALLIS","OR","97330-3626",0.17,1,"Dwelling","G",2995,3,2,1,12,"1156 NW CHARLEMAGNE PL, CORVALLIS, OR"
-123.314419,44.559495,230000,1392,1972,2015-12-10,"720 SW 55TH ST","CORVALLIS","OR","97333",0.19,1,"Dwelling","AV",1968,3,1,1,12,"720 SW 55TH ST, CORVALLIS, OR"
-123.282013,44.582147,418500,2042,2009,2015-12-10,"2753 NW HAYES AVE","CORVALLIS","OR","97330",0.27,1,"Dwelling","AV",2548,3,2,0,12,"2753 NW HAYES AVE, CORVALLIS, OR"
-123.262841,44.591476,247000,1012,1959,2015-12-09,"2320 NW HIGHLAND DR","CORVALLIS","OR","97330",0.22,1,"Dwelling","AV",1492,3,1,0,12,"2320 NW HIGHLAND DR, CORVALLIS, OR"
-123.2628129,44.5926899,225000,1560,1959,2015-12-09,"2420 NW HIGHLAND DR","CORVALLIS","OR","97330-1544",0.26,1,"Dwelling","AV",1920,3,1,0,12,"2420 NW HIGHLAND DR, CORVALLIS, OR"
-123.3042296,44.5936762,264000,1219,1980,2015-12-08,"4766 NW AMANDA PL","CORVALLIS","OR","97330-3236",0.22,1,"Dwelling","AV",1725,3,1,1,12,"4766 NW AMANDA PL, CORVALLIS, OR"
-123.268572,44.588215,267300,1254,1959,2015-12-08,"1930 NW 14TH ST","CORVALLIS","OR","97330-2034",0.19,1,"Dwelling","G",1588,3,2,0,12,"1930 NW 14TH ST, CORVALLIS, OR"
-123.256161,44.532238,239000,2056,1999,2015-12-07,"3291 SE MIDVALE DR","CORVALLIS","OR","97333",0.17,1,"Mobile Home","AV",2540,0,2,0,12,"3291 SE MIDVALE DR, CORVALLIS, OR"
-123.286661,44.5469269,250000,1452,1960,2015-12-04,"3321 SW WILLAMETTE AVE","CORVALLIS","OR","97333",0.24,1,"Dwelling","AV",1884,3,1,1,12,"3321 SW WILLAMETTE AVE, CORVALLIS, OR"
-123.282513,44.5924,10,1568,1969,2015-12-04,"2550 NW 27TH ST","CORVALLIS","OR","97330-1268",0.2,1,"Dwelling","AV",2102,3,2,0,12,"2550 NW 27TH ST, CORVALLIS, OR"
-123.304522,44.591126,370000,2228,1987,2015-12-04,"2448 NW MASER DR","CORVALLIS","OR","97330",0.2,1,"Dwelling","G",2852,4,2,1,12,"2448 NW MASER DR, CORVALLIS, OR"
-123.263154,44.536056,3000,672,1973,2015-12-04,"300 SE GOODNIGHT AVE SPACE 17","CORVALLIS","OR","97333",0,1,"Mobile Home","AV",672,0,1,0,12,"300 SE GOODNIGHT AVE SPACE 17, CORVALLIS, OR"
-123.261209,44.5926479,260000,1238,1976,2015-12-03,"993 NW IRONWOOD AVE","CORVALLIS","OR","97330-1524",0.18,1,"Dwelling","G",1744,3,2,0,12,"993 NW IRONWOOD AVE, CORVALLIS, OR"
-123.2702647,44.5873065,257500,936,1961,2015-12-03,"1845 NW MENLO DR","CORVALLIS","OR","97330-1950",0.27,1,"Dwelling","G",1314,3,2,0,12,"1845 NW MENLO DR, CORVALLIS, OR"
-123.260084,44.533518,255000,1312,2001,2015-12-03,"3265 SE SUMMERFIELD DR","CORVALLIS","OR","97333",0.14,1,"Dwelling","AV",1752,3,2,0,12,"3265 SE SUMMERFIELD DR, CORVALLIS, OR"
-123.303089,44.541807,406000,2125,2006,2015-12-01,"5009 SW HOLLYHOCK CIR","CORVALLIS","OR","97333",0.13,1,"Dwelling","AV",2679,2,2,0,12,"5009 SW HOLLYHOCK CIR, CORVALLIS, OR"
-123.28856,44.578033,220000,988,1950,2015-12-01,"1119 NW 34TH ST","CORVALLIS","OR","97330",0.15,1,"Dwelling","AV",1778,3,1,0,12,"1119 NW 34TH ST, CORVALLIS, OR"
-123.2674233,44.554399,4000,470,1958,2015-12-01,"251 SW MOBILE PL SPACE 6","CORVALLIS","OR","97333",0,1,"Mobile Home","F",470,0,1,0,12,"251 SW MOBILE PL SPACE 6, CORVALLIS, OR"
-123.263154,44.536056,1500,800,1970,2015-12-01,"300 SE GOODNIGHT AVE SPACE 73","CORVALLIS","OR","97333",0,1,"Mobile Home","F",800,0,1,0,12,"300 SE GOODNIGHT AVE SPACE 73, CORVALLIS, OR"
-123.254083,44.595057,217000,2668,1963,2015-11-30,"2710 NW BRYANT ST","CORVALLIS","OR","97330",0.2,1,"Dwelling","F",2910,4,2,1,11,"2710 NW BRYANT ST, CORVALLIS, OR"
-123.2839926,44.5887377,207000,1704,1970,2015-11-30,"2911 NW ASHWOOD DR","CORVALLIS","OR","97330",0.23,1,"Dwelling","G",2210,3,2,1,11,"2911 NW ASHWOOD DR, CORVALLIS, OR"
-123.314961,44.5509569,207117,1680,1994,2015-11-30,"5565 SW PHILOMATH BLVD","CORVALLIS","OR","97333",2,1,"Mobile Home","AV",2256,0,2,0,11,"5565 SW PHILOMATH BLVD, CORVALLIS, OR"
-123.257613,44.542237,206000,1584,1967,2015-11-30,"940 SE RICHLAND AVE","CORVALLIS","OR","97333",0.21,1,"Dwelling","AV",1584,3,2,0,11,"940 SE RICHLAND AVE, CORVALLIS, OR"
-123.2657923,44.589783,222000,960,1966,2015-11-30,"2207 NW DIXON ST","CORVALLIS","OR","97330-1435",0.25,1,"Dwelling","AV",1488,3,1,0,11,"2207 NW DIXON ST, CORVALLIS, OR"
-123.24062,44.596181,260000,1260,1967,2015-11-30,"2807 NE SHERWOOD PL","CORVALLIS","OR","97330-4127",0.25,1,"Dwelling","G",1728,3,1,1,11,"2807 NE SHERWOOD PL, CORVALLIS, OR"
-123.283992,44.590282,315000,1428,1966,2015-11-25,"3045 NW ASHWOOD DR","CORVALLIS","OR","97330-1156",0.2,1,"Dwelling","G",1888,3,2,0,11,"3045 NW ASHWOOD DR, CORVALLIS, OR"
-123.288326,44.590908,310000,1842,1966,2015-11-25,"3362 NW ROOSEVELT DR","CORVALLIS","OR","97330",0.3,1,"Dwelling","AV",2546,3,2,0,11,"3362 NW ROOSEVELT DR, CORVALLIS, OR"
-123.295424,44.593704,185000,992,1978,2015-11-25,"2620 NW CHINABERRY PL","CORVALLIS","OR","97330-3310",0.11,1,"Dwelling","AV",1452,2,1,0,11,"2620 NW CHINABERRY PL, CORVALLIS, OR"
-123.285134,44.556617,285000,1152,1943,2015-11-25,"3020 SW WESTERN BLVD","CORVALLIS","OR","97333",0.19,1,"Dwelling","G",1422,3,1,0,11,"3020 SW WESTERN BLVD, CORVALLIS, OR"
-123.255064,44.536274,235000,1416,2002,2015-11-25,"1224 SE SEAPORT CIR","CORVALLIS","OR","97333-3110",0.11,1,"Dwelling","AV",1876,3,2,0,11,"1224 SE SEAPORT CIR, CORVALLIS, OR"
-123.269328,44.594828,360000,2424,1991,2015-11-25,"1522 NW JONQUIL PL","CORVALLIS","OR","97330-3637",0.12,1,"Dwelling","G",2864,4,3,0,11,"1522 NW JONQUIL PL, CORVALLIS, OR"
-123.2756293,44.5711949,196500,788,1924,2015-11-25,"2020 NW HARRISON BLVD","CORVALLIS","OR","97330",0.1,1,"Dwelling","G",788,2,1,0,11,"2020 NW HARRISON BLVD, CORVALLIS, OR"
-123.261185,44.536504,204000,1110,1959,2015-11-25,"630 SE GOODNIGHT AVE","CORVALLIS","OR","97333",0.19,1,"Dwelling","AV",1326,2,1,0,11,"630 SE GOODNIGHT AVE, CORVALLIS, OR"
-123.245429,44.600055,20000,800,1967,2015-11-25,"277 NE CONIFER BLVD SPACE 68","CORVALLIS","OR","97330-4143",0,1,"Mobile Home","G",800,0,1,0,11,"277 NE CONIFER BLVD SPACE 68, CORVALLIS, OR"
-123.2915227,44.5945411,328500,1676,1975,2015-11-24,"2842 NW MONTEREY PL","CORVALLIS","OR","97330-3436",0.2,1,"Dwelling","AV",2076,3,2,0,11,"2842 NW MONTEREY PL, CORVALLIS, OR"
-123.2463352,44.5946242,69000,1404,1994,2015-11-24,"2601 NE JACK LONDON ST SPACE 5","CORVALLIS","OR","97330",0,1,"Mobile Home","G",1716,0,2,0,11,"2601 NE JACK LONDON ST SPACE 5, CORVALLIS, OR"
-123.267384,44.583252,235000,1255,1959,2015-11-23,"1311 NW GARFIELD AVE","CORVALLIS","OR","97330",0.23,1,"Dwelling","AV",1696,3,1,1,11,"1311 NW GARFIELD AVE, CORVALLIS, OR"
-123.2585851,44.5689252,334324,0,1960,2015-11-23,"532 TO 544 NW 3RD ST","CORVALLIS","OR","97330",0.46,0,"Commercial","AV",10654,0,0,0,11,"532 TO 544 NW 3RD ST, CORVALLIS, OR"
-123.255832,44.599088,410763,1905,2015,2015-11-23,"644 NW MIRADOR PL","CORVALLIS","OR","97330",0.18,1,"Dwelling","AV",2515,2,2,0,11,"644 NW MIRADOR PL, CORVALLIS, OR"
-123.26387,44.582721,72000,1350,1955,2015-11-23,"1540 NW 11TH ST","CORVALLIS","OR","97330",0.19,1,"Dwelling","AV",1350,3,1,0,11,"1540 NW 11TH ST, CORVALLIS, OR"
-123.26899,44.588009,315000,1347,1960,2015-11-20,"1947 NW GARRYANNA ST","CORVALLIS","OR","97330-2006",0.19,1,"Dwelling","G",1881,3,1,1,11,"1947 NW GARRYANNA ST, CORVALLIS, OR"
-123.220406,44.60185,71000,2128,1977,2015-11-20,"4148 NE ASBAHR PL","CORVALLIS","OR","97330",0.74,1,"Dwelling","G",2656,5,3,0,11,"4148 NE ASBAHR PL, CORVALLIS, OR"
-123.2753234,44.5711696,1,1170,1931,2015-11-20,"2004 NW HARRISON BLVD","CORVALLIS","OR","97330",0.11,1,"Dwelling","AV",1846,4,2,0,11,"2004 NW HARRISON BLVD, CORVALLIS, OR"
-123.2741497,44.5708899,1,2360,1930,2015-11-20,"1752 NW HARRISON BLVD","CORVALLIS","OR","97330",0.06,1,"Dwelling","AV",2540,6,2,0,11,"1752 NW HARRISON BLVD, CORVALLIS, OR"
-123.2742848,44.5709553,1,2057,1930,2015-11-20,"1762 NW HARRISON BLVD","CORVALLIS","OR","97330",0.06,1,"Dwelling","AV",2375,6,2,0,11,"1762 NW HARRISON BLVD, CORVALLIS, OR"
-123.2696611,44.5571035,1,2508,1991,2015-11-20,"1002 SW E AVE","CORVALLIS","OR","97333",0.12,1,"Dwelling","AV",2948,4,2,0,11,"1002 SW E AVE, CORVALLIS, OR"
-123.285776,44.548737,222000,1533,1979,2015-11-20,"3283 SW KNOLLBROOK AVE","CORVALLIS","OR","97333",0.19,1,"Dwelling","AV",2017,3,2,0,11,"3283 SW KNOLLBROOK AVE, CORVALLIS, OR"
-123.277938,44.583861,328000,3041,1957,2015-11-19,"1620 NW 23RD ST","CORVALLIS","OR","97330-1957",0.25,1,"Dwelling","AV",3478,4,2,0,11,"1620 NW 23RD ST, CORVALLIS, OR"
-123.256174,44.541231,280000,1304,1967,2015-11-18,"2560 SE CRYSTAL LAKE DR","CORVALLIS","OR","97333",1.21,1,"Dwelling","AV",1724,2,1,0,11,"2560 SE CRYSTAL LAKE DR, CORVALLIS, OR"
-123.245429,44.600055,42000,1792,1977,2015-11-18,"277 NE CONIFER BLVD SPACE 54","CORVALLIS","OR","97330",0,1,"Mobile Home","G",1792,0,2,0,11,"277 NE CONIFER BLVD SPACE 54, CORVALLIS, OR"
-123.2463352,44.5946242,49900,1056,1995,2015-11-18,"2601 NE JACK LONDON ST SPACE 37","CORVALLIS","OR","97330",0,1,"Mobile Home","G",1368,0,2,0,11,"2601 NE JACK LONDON ST SPACE 37, CORVALLIS, OR"
-123.2862015,44.5420034,137500,0,NA,2015-11-17,"3211 SW HAWKEYE AVE","CORVALLIS","OR","97333",0.36,0,NA,"0",0,0,0,0,11,"3211 SW HAWKEYE AVE, CORVALLIS, OR"
-123.266509,44.5590986,161774,1046,2014,2015-11-17,"548 SW B AVE","CORVALLIS","OR","97333",0.06,1,"Dwelling","AV",1046,3,2,0,11,"548 SW B AVE, CORVALLIS, OR"
-123.2664779,44.5590904,161774,1046,2014,2015-11-17,"546 SW B AVE","CORVALLIS","OR","97333",0.07,1,"Dwelling","AV",1046,4,2,0,11,"546 SW B AVE, CORVALLIS, OR"
-123.2522675,44.5921809,1200000,0,1965,2015-11-17,"2475 NW 9TH ST","CORVALLIS","OR","97330",0.55,0,"Commercial","AV",5701,0,0,0,11,"2475 NW 9TH ST, CORVALLIS, OR"
-123.2522675,44.5921809,1200000,0,NA,2015-11-17,"2475 NW 9TH ST","CORVALLIS","OR","97330",0.61,0,NA,"0",0,0,0,0,11,"2475 NW 9TH ST, CORVALLIS, OR"
-123.314961,44.5509569,207117,1680,1994,2015-11-17,"5565 SW PHILOMATH BLVD","CORVALLIS","OR","97333",0,1,"Mobile Home","AV",1680,0,2,0,11,"5565 SW PHILOMATH BLVD, CORVALLIS, OR"
-123.285409,44.571331,289000,1018,1922,2015-11-16,"329 NW 31ST ST","CORVALLIS","OR","97330",0.11,1,"Dwelling","G",1668,2,1,0,11,"329 NW 31ST ST, CORVALLIS, OR"
-123.258956,44.589656,1870000,0,1970,2015-11-16,"958 NW SYCAMORE AVE","CORVALLIS","OR","97330",1.24,0,"Commercial","AV",32340,0,0,0,11,"958 NW SYCAMORE AVE, CORVALLIS, OR"
-123.257072,44.601425,420000,2088,2013,2015-11-16,"3534 NW VERACRUZ PL","CORVALLIS","OR","97330",0.22,1,"Dwelling","AV",2580,3,2,0,11,"3534 NW VERACRUZ PL, CORVALLIS, OR"
-123.264478,44.560336,225000,0,1965,2015-11-16,"520 SW 4TH ST","CORVALLIS","OR","97333",0.12,0,"Commercial","AV",1843,0,0,0,11,"520 SW 4TH ST, CORVALLIS, OR"
-123.245429,44.600055,24900,1100,1968,2015-11-16,"277 NE CONIFER BLVD SPACE 7","CORVALLIS","OR","97330-4136",0,1,"Mobile Home","G",1100,0,2,0,11,"277 NE CONIFER BLVD SPACE 7, CORVALLIS, OR"
-123.245429,44.600055,24900,1100,1968,2015-11-16,"277 NE CONIFER BLVD SPACE 7","CORVALLIS","OR","97330-4136",0,1,"Mobile Home","G",1100,0,2,0,11,"277 NE CONIFER BLVD SPACE 7, CORVALLIS, OR"
-123.2702359,44.5769645,345000,1432,1949,2015-11-12,"1140 NW 16TH ST","CORVALLIS","OR","97330-2609",0.19,1,"Dwelling","G",1792,3,2,0,11,"1140 NW 16TH ST, CORVALLIS, OR"
-123.2652928,44.5384846,223000,1180,1978,2015-11-12,"2807 SE GLENN ST","CORVALLIS","OR","97333",0.14,1,"Dwelling","G",1656,3,1,0,11,"2807 SE GLENN ST, CORVALLIS, OR"
-123.280821,44.5827691,225000,1917,1959,2015-11-12,"1545 NW 27TH ST","CORVALLIS","OR","97330-2448",0.22,1,"Dwelling","AV",2057,3,1,1,11,"1545 NW 27TH ST, CORVALLIS, OR"
-123.263154,44.536056,7000,960,1980,2015-11-10,"300 SE GOODNIGHT AVE SPACE 5","CORVALLIS","OR","97333-2163",0,1,"Mobile Home","F",960,0,2,0,11,"300 SE GOODNIGHT AVE SPACE 5, CORVALLIS, OR"
-123.3094854,44.5948302,359000,2020,2003,2015-11-09,"4915 NW LAVENDER CIR","CORVALLIS","OR","97330",0.08,1,"Dwelling","AV",2420,3,2,1,11,"4915 NW LAVENDER CIR, CORVALLIS, OR"
-123.2701612,44.5718552,269000,1889,1922,2015-11-06,"540 NW 14TH ST","CORVALLIS","OR","97330",0.11,1,"Dwelling","AV",3041,4,2,0,11,"540 NW 14TH ST, CORVALLIS, OR"
-123.267429,44.591786,230000,1160,1966,2015-11-06,"2340 NW 13TH ST","CORVALLIS","OR","97330-1432",0.21,1,"Dwelling","AV",1820,3,1,1,11,"2340 NW 13TH ST, CORVALLIS, OR"
-123.308278,44.5549589,206800,1176,1962,2015-11-06,"1140 SW GEROLD ST","CORVALLIS","OR","97333",0.14,1,"Dwelling","AV",1176,2,1,0,11,"1140 SW GEROLD ST, CORVALLIS, OR"
-123.302153,44.545314,385000,2089,2003,2015-11-05,"4618 SW 47TH PL","CORVALLIS","OR","97333",0.13,1,"Dwelling","AV",2605,3,2,1,11,"4618 SW 47TH PL, CORVALLIS, OR"
-123.2862015,44.5420034,162000,0,NA,2015-11-05,"3427 SW HAWKEYE AVE","CORVALLIS","OR","97333",0.37,0,NA,"0",0,0,0,0,11,"3427 SW HAWKEYE AVE, CORVALLIS, OR"
-123.266876,44.557995,185000,1508,1916,2015-11-05,"804 SW 5TH ST","CORVALLIS","OR","97333",0.12,1,"Dwelling","AV",1508,4,2,0,11,"804 SW 5TH ST, CORVALLIS, OR"
-123.257578,44.596271,259900,1474,1994,2015-11-04,"848 NW SUNDANCE CIR","CORVALLIS","OR","97330",0.11,1,"Dwelling","AV",1874,3,2,0,11,"848 NW SUNDANCE CIR, CORVALLIS, OR"
-123.2552601,44.5464746,293000,1300,2007,2015-11-04,"1975 SE CRYSTAL LAKE DR BLDG 9 UNIT 191","CORVALLIS","OR","97333",0.03,1,"Dwelling","AV",1300,3,2,0,11,"1975 SE CRYSTAL LAKE DR BLDG 9 UNIT 191, CORVALLIS, OR"
-123.267504,44.597704,209000,1130,1980,2015-11-04,"2960 NW 13TH PL","CORVALLIS","OR","97330",0.09,1,"Dwelling","AV",1466,2,2,0,11,"2960 NW 13TH PL, CORVALLIS, OR"
-123.268994,44.588212,230000,960,1960,2015-11-04,"1955 NW GARRYANNA ST","CORVALLIS","OR","97330",0.18,1,"Dwelling","AV",1338,3,1,1,11,"1955 NW GARRYANNA ST, CORVALLIS, OR"
-123.266656,44.582402,4e+05,2364,1969,2015-11-03,"1545 NW 13TH ST","CORVALLIS","OR","97330-4641",0.2,1,"Dwelling","G",2914,4,3,0,11,"1545 NW 13TH ST, CORVALLIS, OR"
-123.2711418,44.5736897,1,0,1945,2015-11-03,"712 TO 714 NW 16TH ST","CORVALLIS","OR","97330",0.11,2,"Dwelling","0",2605,0,0,0,11,"712 TO 714 NW 16TH ST, CORVALLIS, OR"
-123.263576,44.57725,345000,1471,1942,2015-11-03,"1201 NW 11TH ST","CORVALLIS","OR","97330-4616",0.23,1,"Dwelling","G",1891,4,2,0,11,"1201 NW 11TH ST, CORVALLIS, OR"
-123.2620435,44.5645659,189900,0,NA,2015-11-02,"6298 SW GRAND OAKS DR GARAGE # G2","CORVALLIS","OR","97333",0.01,0,"RES Feature","0",0,0,0,0,11,"6298 SW GRAND OAKS DR GARAGE # G2, CORVALLIS, OR"
-123.2666745,44.5577604,330000,2378,1899,2015-11-02,"805 TO 807 SW 5TH ST","CORVALLIS","OR","97333",0.14,1,"Dwelling","G",2378,8,3,0,11,"805 TO 807 SW 5TH ST, CORVALLIS, OR"
